CODMES_PLANIFICACION,FECDIA_TARGET,LLAMADAS_INGRESADAS_TARGET,CODMES_DATA_VARIABLES,LINEA,TRX_AGENTE,TRX_BCA_INTERNET,TRX_BCA_MOVIL,TRX_BCA_TELEFONO,TRX_CAJERO_AUTOMATICO,TRX_CAJERO_OTRAS_REDES,TRX_POS,TRX_APP_NEGOCIO,TRX_VENTANILLA,CLI_NORMAL_TOTAL_ODS,CLI_EXCL_TOTAL_ODS,CLI_SUPEREXCL_TOTAL_ODS,CLI_PEQYME_TOTAL_ODS,CLI_NO_BANCO_TOTAL_ODS,MAX_INGRESADAS_D_U1,MAX_INGRESADAS_D_U3,MAX_INGRESADAS_D_U6,MAX_INGRESADAS_U1,MAX_INGRESADAS_U3,MAX_INGRESADAS_U6,MIN_INGRESADAS_D_U1,MIN_INGRESADAS_D_U3,MIN_INGRESADAS_D_U6,MIN_INGRESADAS_U1,MIN_INGRESADAS_U3,MIN_INGRESADAS_U6,PROM_INGRESADAS_D_U1,PROM_INGRESADAS_D_U3,PROM_INGRESADAS_D_U6,PROM_INGRESADAS_U1,PROM_INGRESADAS_U3,PROM_INGRESADAS_U6,DIA_SEMANA_NUM,DIA_SEMANA_DES,TIPOLOGIA,CANT_DIAS_DESP_FACT_MEX_22,CANT_DIAS_DESP_FACT_ISA_10,CANT_DIAS_DESP_FACT_ISA_25,DIA_FACT_MEX_22,DIA_FACT_ISA_10,DIA_FACT_ISA_25
201911,20200215,19568,201909,PREGUNTAS FRECUENTES,32129071,21149238,131585463,4799418,24812687,287797,27742631,13407752,8062726,9641578,372957,45941,825624,11031132,27245,27245,31315,44997,45216,45216,14900,14900,14854,10021,8060,7274,22139,21338,21258,26158,25253,24894,6,Sab,COSTADO,25,5,22,0,0,0
202003,20200612,45093,202001,PREGUNTAS FRECUENTES,22625651,25316943,151028645,4961667,9979372,150797,14729616,9635624,3103533,9937486,373729,46113,838458,10970685,34669,37284,37284,46584,46584,46584,26469,22667,13779,8267,4246,4246,30735,27990,27157,29555,25717,25324,5,Vie,NORMAL,22,2,19,0,0,0
202005,20200805,43035,202003,PREGUNTAS FRECUENTES,32954528,29827421,213143503,5300888,15386245,205735,24165692,13382570,4134045,10146299,374361,46144,848741,10963836,35625,38063,38063,47829,47829,47829,32223,26639,4246,3347,3347,3347,33842,32498,28518,30161,28737,26329,3,Mie,NORMAL,15,27,12,0,0,0
202006,20200905,26928,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,34075,43882,43882,55548,55548,55548,24757,18459,17634,4383,3347,3347,30389,27541,26000,36850,31133,28425,6,Sab,NORMAL,15,27,12,0,0,0
202006,20200921,34804,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,52157,52157,52157,55548,55548,55548,33204,31186,27003,4383,3347,3347,44762,39651,36955,36850,31133,28425,1,Lun,NORMAL,32,12,28,0,0,0
201906,20190906,29449,201904,PREGUNTAS FRECUENTES,29594440,15762880,98246181,4749534,26300017,258366,26380835,13171616,7983174,9139838,390202,45718,797748,11102907,28529,30682,37670,38873,38873,38873,21684,6019,6019,7274,6019,4331,23948,22525,22587,21757,21603,20597,5,Vie,NORMAL,16,28,13,0,0,0
201912,20200307,20848,201910,PREGUNTAS FRECUENTES,31997390,21252831,131411861,4475822,24390914,287465,27679274,12517094,7598798,9721653,373013,46022,831335,11028780,22970,27245,31315,45016,45016,45216,20643,14900,14900,5048,5048,5048,21459,21161,21800,24205,24934,25290,6,Sab,NORMAL,15,27,12,0,0,0
202002,20200521,35496,201912,PREGUNTAS FRECUENTES,18735394,20960890,124185019,4859963,8685418,154081,12023549,8492585,2918414,9844046,373620,46094,836721,10992498,28396,31259,35558,42330,45016,45216,23672,8751,8751,8532,4246,4246,26030,24651,25760,24998,23895,24574,4,Jue,NORMAL,30,12,27,0,0,0
202006,20200910,31495,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,51367,51367,51367,55548,55548,55548,36638,12877,8751,4383,3347,3347,43479,34904,30263,36850,31133,28425,4,Jue,NORMAL,20,0,17,0,1,0
202008,20201105,34354,202006,PREGUNTAS FRECUENTES,36320523,25292269,208994128,4904237,16802768,218015,28572522,13047454,5225646,10434334,372966,46359,878186,11008988,42087,51367,51367,45943,55548,55548,35702,31935,12877,5494,4383,3347,38020,39516,35192,32336,33849,31293,4,Jue,NORMAL,15,27,12,0,0,0
202008,20201130,40896,202006,PREGUNTAS FRECUENTES,36320523,25292269,208994128,4904237,16802768,218015,28572522,13047454,5225646,10434334,372966,46359,878186,11008988,45801,52157,52157,45943,55548,55548,38751,33204,29928,5494,4383,3347,42840,42953,40241,32336,33849,31293,1,Lun,PICO,8,21,5,0,0,0
202009,20201226,27199,202007,PREGUNTAS FRECUENTES,34795510,24152338,211006951,4421745,16881914,217955,30230609,13335406,5340549,10573422,375555,46404,888791,11093658,26928,31662,43882,49175,49175,55548,20730,20730,18459,5002,5002,3347,23174,24997,26269,31135,31986,31562,6,Sab,EFECTO F,4,17,1,0,0,0
202103,20210602,45563,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,43191,43191,43191,47742,47742,47742,27695,26038,26038,1093,1093,47,33541,33369,34222,27657,28034,28969,3,Mie,COSTADO,12,24,8,0,0,0
201802,20180514,28953,201712,PREGUNTAS FRECUENTES,20511422,19673961,42398553,5067666,24675894,209105,17087701,10951420,8421885,7709360,386167,36873,726669,11256419,23269,25770,52376,25977,31150,52376,17315,3561,3561,4847,3561,3561,19587,18156,21009,16932,16950,17517,1,Lun,PICO,23,4,20,0,0,0
201804,20180725,19990,201802,PREGUNTAS FRECUENTES,22573796,17899090,43792695,4617457,24740209,228739,16662713,10828284,8038324,7866500,385921,37288,735264,11236811,22653,25977,25977,31540,31540,31540,16975,15627,10979,1037,1037,1037,18892,19339,19249,17631,17278,17202,3,Mie,NORMAL,3,16,0,0,0,1
201810,20190103,26668,201808,PREGUNTAS FRECUENTES,28057595,19415543,73532752,6079941,29068673,283652,23232061,12810714,8486615,8393487,408753,40444,758542,11134239,22287,24401,26973,36394,36394,37631,18597,12494,12494,0,0,0,20719,19590,20987,18845,19105,19522,4,Jue,COSTADO,13,25,9,0,0,0
201907,20191005,23122,201905,PREGUNTAS FRECUENTES,31909656,15075183,101359451,4706473,25387783,262051,25663219,12363029,7839206,9225119,389981,45914,803938,11100823,21979,24657,26367,40878,40878,40878,16910,14854,14482,8047,6935,6019,19438,18984,18330,24918,23139,21549,6,Sab,NORMAL,14,26,11,0,0,0
201911,20200218,29167,201909,PREGUNTAS FRECUENTES,32129071,21149238,131585463,4799418,24812687,287797,27742631,13407752,8062726,9641578,372957,45941,825624,11031132,40248,45216,45216,44997,45216,45216,30041,14517,14517,10021,8060,7274,33149,30940,30293,26158,25253,24894,2,Mar,NORMAL,28,8,25,0,0,0
202004,20200727,39736,202002,PREGUNTAS FRECUENTES,28324311,32333849,186781594,5434655,12772092,184028,18273680,10812454,3549167,10055562,374337,46120,844237,10947968,36885,46584,46584,39611,46584,46584,31186,27003,25641,5401,5401,4246,33834,35461,34101,26420,27042,25648,1,Lun,NORMAL,5,18,2,0,0,0
202005,20200814,40058,202003,PREGUNTAS FRECUENTES,32954528,29827421,213143503,5300888,15386245,205735,24165692,13382570,4134045,10146299,374361,46144,848741,10963836,47829,47829,47829,47829,47829,47829,28373,9036,9036,3347,3347,3347,36055,31475,29228,30161,28737,26329,5,Vie,PICO,24,4,21,0,0,0
202005,20200829,22600,202003,PREGUNTAS FRECUENTES,32954528,29827421,213143503,5300888,15386245,205735,24165692,13382570,4134045,10146299,374361,46144,848741,10963836,43882,43882,43882,47829,47829,47829,18459,18459,17634,3347,3347,3347,27288,26814,24626,30161,28737,26329,6,Sab,NORMAL,7,20,4,0,0,0
202007,20201022,28676,202005,PREGUNTAS FRECUENTES,32615672,24685309,200631965,3902954,14247866,186105,25023972,11909075,4691790,10314135,372852,46270,866798,11006459,41932,51367,51367,46242,55548,55548,31935,30484,12877,8484,3347,3347,37541,38614,33348,32458,33116,30112,4,Jue,NORMAL,0,13,28,1,0,0
202102,20210531,44983,202012,PREGUNTAS FRECUENTES,34233414,21550565,221041008,3430988,15259420,209935,33122488,12603714,4939701,11077526,391246,46116,930256,11167196,40139,44799,46040,40139,44799,49175,29125,29125,29125,3698,3138,47,34966,38235,38806,26416,29250,29553,1,Lun,PICO,9,22,6,0,0,0
202103,20210617,39178,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,34908,36731,44489,47742,47742,47742,26529,26529,22058,1093,1093,47,30605,31508,32487,27657,28034,28969,4,Jue,NORMAL,27,7,24,0,0,0
202105,20210807,28960,202103,PREGUNTAS FRECUENTES,38769826,28276894,239503185,4469183,19578786,283172,44117885,15856265,5497118,11365919,391451,46232,946860,11168596,40496,40496,40496,48273,48273,48273,17359,17359,17359,4741,1093,1093,25819,22996,24761,31636,27713,28473,6,Sab,NORMAL,17,29,14,0,0,0
202108,20211110,29855,202106,PREGUNTAS FRECUENTES,40031318,22614634,232032657,3952760,19086504,320371,49135104,14050721,5237213,11754475,390853,46488,961483,11232845,44494,47545,47545,57793,57793,57793,35880,11271,11271,42,42,42,41003,36715,34971,33707,32712,30069,3,Mie,NORMAL,20,0,17,0,1,0
201801,20180420,17661,201711,PREGUNTAS FRECUENTES,21579067,21654629,41671586,4982751,25585460,218248,16883602,11026213,8544474,7650227,381405,36774,723083,11248888,20072,31150,31150,25770,31150,52376,16290,7442,7442,3593,3561,3561,17957,18924,19053,16074,17129,17070,5,Vie,NORMAL,30,11,27,1,0,0
201804,20180711,22625,201802,PREGUNTAS FRECUENTES,22573796,17899090,43792695,4617457,24740209,228739,16662713,10828284,8038324,7866500,385921,37288,735264,11236811,22653,25977,25977,31540,31540,31540,16975,15627,10979,1037,1037,1037,18892,19339,19249,17631,17278,17202,3,Mie,NORMAL,20,1,17,0,0,0
201805,20180817,20891,201803,PREGUNTAS FRECUENTES,24418439,25429127,51917970,5674372,26620754,239631,19173552,12447926,8862078,7923383,404699,39578,738906,11232374,24162,24162,31150,37631,37631,37631,17547,6973,6973,160,160,160,21529,19059,19327,19753,18217,17590,5,Vie,NORMAL,27,7,24,0,0,0
201806,20180907,20347,201804,PREGUNTAS FRECUENTES,24594693,17339765,48714205,4829997,22771520,223288,18390153,11958279,8486633,8021856,404929,39734,743574,11212992,24914,24914,24914,30270,37631,37631,13322,13322,6973,6279,160,160,19984,20064,19062,19458,18956,17857,5,Vie,NORMAL,17,29,14,0,0,0
201806,20180911,20640,201804,PREGUNTAS FRECUENTES,24594693,17339765,48714205,4829997,22771520,223288,18390153,11958279,8486633,8021856,404929,39734,743574,11212992,30270,33945,33945,30270,37631,37631,19500,160,160,6279,160,160,23534,21248,20498,19458,18956,17857,2,Mar,NORMAL,21,1,18,0,0,0
201807,20181015,30352,201805,PREGUNTAS FRECUENTES,24670267,17547908,53707337,4920382,23561112,216498,17593675,11327287,8174754,8123328,404993,39892,746813,11184207,33618,33618,33618,33618,37631,37631,21209,21209,17315,6277,160,160,26566,25393,23852,20592,19939,18631,1,Lun,PICO,24,5,21,0,0,0
201902,20190501,14019,201812,PREGUNTAS FRECUENTES,27353626,13247617,78946632,4780061,25296041,221998,23000336,12082153,8197638,8745664,412923,45252,777890,11158320,22532,32757,32757,30789,37125,37125,18209,18209,6972,7540,4237,0,20310,23015,22606,19261,19810,19929,3,Mie,FERIADO,9,22,6,0,0,0
201903,20190612,18779,201901,PREGUNTAS FRECUENTES,29072524,16016240,89285707,5383001,26681594,253261,24589082,13368536,8609430,8850426,416249,45354,783629,11133621,22130,32757,32757,37670,37670,37670,18999,18209,6972,7253,4331,0,20120,21807,22224,20085,19580,19992,3,Mie,NORMAL,22,2,19,0,0,0
201904,20190729,8878,201902,PREGUNTAS FRECUENTES,28662377,14962854,87114481,4609903,25780818,228069,24099294,11672087,7582095,8950986,392847,45333,788880,11125003,34108,34108,37125,34108,37670,37670,24235,21368,15238,6019,6019,4237,28065,25916,25451,20319,19905,20242,1,Lun,FERIADO,7,20,4,0,0,0
201908,20191120,28430,201906,PREGUNTAS FRECUENTES,33938703,20441741,117245434,5090118,26471831,290617,27458348,13789149,8248406,9349330,389805,46152,810327,11063646,32559,34405,34405,40958,40958,40958,26343,18779,14019,8889,7274,6019,28300,27677,24984,26856,24540,22791,3,Mie,NORMAL,30,11,27,0,0,0
201907,20191031,29848,201905,PREGUNTAS FRECUENTES,31909656,15075183,101359451,4706473,25387783,262051,25663219,12363029,7839206,9225119,389981,45914,803938,11100823,26479,33709,33709,40878,40878,40878,23288,19845,12205,8047,6935,6019,24476,24948,22418,24918,23139,21549,4,Jue,PICO,9,22,6,0,0,0
201912,20200321,28758,201910,PREGUNTAS FRECUENTES,31997390,21252831,131411861,4475822,24390914,287465,27679274,12517094,7598798,9721653,373013,46022,831335,11028780,22970,27245,31315,45016,45016,45216,20643,14900,14900,5048,5048,5048,21459,21161,21800,24205,24934,25290,6,Sab,NORMAL,29,12,26,0,0,0
202004,20200708,39362,202002,PREGUNTAS FRECUENTES,28324311,32333849,186781594,5434655,12772092,184028,18273680,10812454,3549167,10055562,374337,46120,844237,10947968,36702,38063,38063,39611,46584,46584,26639,24801,4246,5401,5401,4246,31692,30754,27881,26420,27042,25648,3,Mie,NORMAL,17,29,14,0,0,0
202006,20200922,30383,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,55548,55548,55548,55548,55548,55548,39535,30463,25173,4383,3347,3347,45964,38705,34708,36850,31133,28425,2,Mar,NORMAL,0,13,29,1,0,0
202012,20210309,26604,202010,PREGUNTAS FRECUENTES,32110250,20081004,200196957,3714111,13846029,174471,26810840,12101639,4535405,10986069,372159,46123,920737,10991341,44381,44381,49175,44381,46040,49175,27290,27290,15679,3138,47,47,36890,35596,36653,31187,29884,30935,2,Mar,NORMAL,16,28,13,0,0,0
202104,20210702,46949,202102,PREGUNTAS FRECUENTES,35997313,23947585,226413957,4083574,16772313,222938,37297281,13167227,5199012,11280358,391579,46205,943029,11162939,31513,33555,38035,42615,47742,47742,11843,11843,3138,3224,1093,47,24924,27479,28535,23717,25938,28088,5,Vie,COSTADO,11,23,7,0,0,0
202106,20210922,24188,202104,PREGUNTAS FRECUENTES,38933731,22403207,237205820,3535091,18840978,302627,45057642,14391091,5297676,11458563,391205,46329,952640,11176270,47545,47545,47545,47708,48273,48273,28517,25432,25432,4961,3224,1093,38281,35184,34277,30590,28680,28359,3,Mie,NORMAL,0,13,29,1,0,0
201711,20180202,19993,201709,PREGUNTAS FRECUENTES,19892305,16989704,35782118,4729482,23005504,218324,15838015,11757880,8626043,7509030,381136,36446,713877,11257072,23403,25913,25913,26234,52376,52376,7442,7442,7442,6684,3825,1956,16839,19503,17642,17483,18079,16178,5,Vie,COSTADO,12,24,8,0,0,0
201711,20180210,14184,201709,PREGUNTAS FRECUENTES,19892305,16989704,35782118,4729482,23005504,218324,15838015,11757880,8626043,7509030,381136,36446,713877,11257072,17937,22026,22026,26234,52376,52376,14700,14215,6698,6684,3825,1956,16071,16305,14475,17483,18079,16178,6,Sab,NORMAL,20,0,17,0,0,0
201712,20180301,23744,201710,PREGUNTAS FRECUENTES,18841866,13396467,34710288,4469190,22066636,198822,14948993,10024278,7996545,7573236,381387,36626,718492,11256520,23018,26234,26234,31150,52376,52376,17628,13796,13340,3561,3561,2906,20175,19979,18158,17841,18483,16692,4,Jue,PICO,7,20,4,0,0,0
201804,20180705,23401,201802,PREGUNTAS FRECUENTES,22573796,17899090,43792695,4617457,24740209,228739,16662713,10828284,8038324,7866500,385921,37288,735264,11236811,21235,23744,26234,31540,31540,31540,17338,13152,13152,1037,1037,1037,19332,18889,18894,17631,17278,17202,4,Jue,NORMAL,14,26,11,0,0,0
201804,20180717,30351,201802,PREGUNTAS FRECUENTES,22573796,17899090,43792695,4617457,24740209,228739,16662713,10828284,8038324,7866500,385921,37288,735264,11236811,26496,26496,26496,31540,31540,31540,17661,17661,16773,1037,1037,1037,20779,19936,20115,17631,17278,17202,2,Mar,COSTADO,26,7,23,0,0,0
201809,20181212,24630,201807,PREGUNTAS FRECUENTES,26159191,16715570,64718773,5394037,26424635,229826,19469122,12705252,8631014,8288965,434194,40261,754472,11146591,28566,30075,37631,31032,33618,37631,20433,17827,16857,7020,6277,160,22599,23483,22249,19713,19694,19327,3,Mie,NORMAL,21,2,18,0,0,0
201809,20181225,4237,201807,PREGUNTAS FRECUENTES,26159191,16715570,64718773,5394037,26424635,229826,19469122,12705252,8631014,8288965,434194,40261,754472,11146591,30091,33003,33945,31032,33618,37631,20640,19253,160,7020,6277,160,23558,23840,22544,19713,19694,19327,2,Mar,FERIADO,3,16,0,0,0,1
201811,20190207,19638,201809,PREGUNTAS FRECUENTES,25762480,14920556,67629067,5008295,26018046,224517,21193583,12073129,8536788,8488926,404674,44715,762868,11132550,32369,32369,32369,32369,36394,36394,7910,7910,7910,7793,0,0,21572,20681,20734,21626,20048,19828,4,Jue,NORMAL,17,29,14,0,0,0
201902,20190521,24135,201812,PREGUNTAS FRECUENTES,27353626,13247617,78946632,4780061,25296041,221998,23000336,12082153,8197638,8745664,412923,45252,777890,11158320,24595,31714,31714,30789,37125,37125,19503,4237,0,7540,4237,0,22184,20096,21089,19261,19810,19929,2,Mar,NORMAL,30,12,27,0,0,0
201903,20190624,25046,201901,PREGUNTAS FRECUENTES,29072524,16016240,89285707,5383001,26681594,253261,24589082,13368536,8609430,8850426,416249,45354,783629,11133621,31059,31059,37125,37670,37670,37670,21404,19700,11253,7253,4331,0,25057,23859,24766,20085,19580,19992,1,Lun,NORMAL,2,15,32,0,0,0
202003,20200609,50283,202001,PREGUNTAS FRECUENTES,22625651,25316943,151028645,4961667,9979372,150797,14729616,9635624,3103533,9937486,373729,46113,838458,10970685,45354,45354,45354,46584,46584,46584,28432,25173,14517,8267,4246,4246,36453,30711,29872,29555,25717,25324,2,Mar,NORMAL,19,32,16,0,0,0
202105,20210812,41907,202103,PREGUNTAS FRECUENTES,38769826,28276894,239503185,4469183,19578786,283172,44117885,15856265,5497118,11365919,391451,46232,946860,11168596,40157,40157,40157,48273,48273,48273,31729,20315,20315,4741,1093,1093,36233,30460,31496,31636,27713,28473,4,Jue,NORMAL,22,2,19,0,0,0
202109,20211225,46,202107,PREGUNTAS FRECUENTES,39576230,28276894,239503185,3563876,18727119,298444,49819879,15024724,5555723,11755570,394459,46599,971550,11365933,27665,48195,48195,53274,57793,57793,18715,18715,17359,65,42,42,21390,28261,26087,27135,31447,29992,6,Sab,FERIADO,3,16,0,0,0,0
201706,20170926,17743,201704,PREGUNTAS FRECUENTES,19188289,18377882,28731093,4324902,22449632,215231,14615238,10630222,8993811,7149906,372915,35075,698151,10142657,19277,28136,28136,24665,30178,30178,15387,15387,14725,1956,1956,1956,17269,20121,19782,14744,15886,16133,2,Mar,NORMAL,4,17,1,0,0,0
201712,20180305,23800,201710,PREGUNTAS FRECUENTES,18841866,13396467,34710288,4469190,22066636,198822,14948993,10024278,7996545,7573236,381387,36626,718492,11256520,23764,52376,52376,31150,52376,52376,3561,3561,3561,3561,3561,2906,18247,23670,20878,17841,18483,16692,1,Lun,NORMAL,12,24,8,0,0,0
201803,20180613,16857,201801,PREGUNTAS FRECUENTES,22863548,20928326,46006287,5239835,24745010,213865,17645482,12066962,8833508,7977605,386176,37134,736535,11057991,25432,25977,27181,25432,25977,52376,15627,15497,10979,6973,3593,3561,19212,19453,19693,17248,16745,17624,3,Mie,NORMAL,23,3,20,0,0,0
201806,20180910,21634,201804,PREGUNTAS FRECUENTES,24594693,17339765,48714205,4829997,22771520,223288,18390153,11958279,8486633,8021856,404929,39734,743574,11212992,27570,31540,31540,30270,37631,37631,21734,18620,3826,6279,160,160,23824,24746,22001,19458,18956,17857,1,Lun,NORMAL,20,0,17,0,1,0
201903,20190614,22766,201901,PREGUNTAS FRECUENTES,29072524,16016240,89285707,5383001,26681594,253261,24589082,13368536,8609430,8850426,416249,45354,783629,11133621,37670,37670,37670,37670,37670,37670,18723,18298,18298,7253,4331,0,24557,22650,23266,20085,19580,19992,5,Vie,PICO,24,4,21,0,0,0
201903,20190622,14854,201901,PREGUNTAS FRECUENTES,29072524,16016240,89285707,5383001,26681594,253261,24589082,13368536,8609430,8850426,416249,45354,783629,11133621,26367,26367,26750,37670,37670,37670,15226,15108,14990,7253,4331,0,19467,18123,18437,20085,19580,19992,6,Sab,NORMAL,0,13,29,0,0,0
201904,20190718,24514,201902,PREGUNTAS FRECUENTES,28662377,14962854,87114481,4609903,25780818,228069,24099294,11672087,7582095,8950986,392847,45333,788880,11125003,23196,30789,32369,34108,37670,37670,12205,12205,7910,6019,6019,4237,18291,19678,20887,20319,19905,20242,4,Jue,NORMAL,27,8,24,0,0,0
201811,20190218,23784,201809,PREGUNTAS FRECUENTES,25762480,14920556,67629067,5008295,26018046,224517,21193583,12073129,8536788,8488926,404674,44715,762868,11132550,27145,36394,36394,32369,36394,36394,24612,11253,11253,7793,0,0,25799,25148,24600,21626,20048,19828,1,Lun,NORMAL,28,8,25,0,0,0
201812,20190311,21404,201810,PREGUNTAS FRECUENTES,24654230,13900686,66148467,4897474,23587413,214995,20711900,11202992,7770839,8573327,404858,44848,768137,11155381,37125,37125,37125,37125,37125,37125,15238,11253,11253,4237,0,0,26382,25544,25045,20750,20394,20044,1,Lun,NORMAL,18,1,15,0,0,0
201902,20190516,26518,201812,PREGUNTAS FRECUENTES,27353626,13247617,78946632,4780061,25296041,221998,23000336,12082153,8197638,8745664,412923,45252,777890,11158320,30789,30789,32369,30789,37125,37125,16298,16298,7910,7540,4237,0,21277,21859,21270,19261,19810,19929,4,Jue,COSTADO,25,6,22,0,0,0
201902,20190531,30563,201812,PREGUNTAS FRECUENTES,27353626,13247617,78946632,4780061,25296041,221998,23000336,12082153,8197638,8745664,412923,45252,777890,11158320,26509,26509,29615,30789,37125,37125,18298,18298,18298,7540,4237,0,21300,21779,22759,19261,19810,19929,5,Vie,PICO,9,22,6,0,0,0
201910,20200121,25758,201908,PREGUNTAS FRECUENTES,35218163,24156144,139792842,5653085,28308894,345057,31356405,14372128,8270396,9503238,392573,46323,821447,11058875,38026,45216,45216,38026,45216,45216,14517,14517,14517,8195,8060,6935,28365,30153,29251,24479,25498,24318,2,Mar,NORMAL,32,12,28,0,0,0
201911,20200204,29769,201909,PREGUNTAS FRECUENTES,32129071,21149238,131585463,4799418,24812687,287797,27742631,13407752,8062726,9641578,372957,45941,825624,11031132,40248,45216,45216,44997,45216,45216,30041,14517,14517,10021,8060,7274,33149,30940,30293,26158,25253,24894,2,Mar,COSTADO,14,26,11,0,0,0
202001,20200413,36885,201911,PREGUNTAS FRECUENTES,26070493,18505054,127451253,4991536,17702507,231403,20381756,10694171,5442165,9766305,373015,46091,835311,11032393,34580,45016,45016,37284,45016,45216,27152,25641,25641,4246,4246,4246,29924,32741,32510,22552,24285,24891,1,Lun,NORMAL,23,3,20,0,0,0
